city,province,latitude,longitude,lease_term,type,price,beds,baths,sq_feet,furnishing,availability_date,smoking,cats,dogs
Calgary,Alberta,51.1610631,-113.9329377,Long Term,Basement,1450,2,1,700,Furnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0661658,-114.0551937,Short Term,Condo Unit,2900,2,1,804,Furnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,51.0418015,-114.0555208,Long Term,Condo Unit,2495,2,2,947,Unfurnished,2025-02-21,Non-Smoking,True,False
Calgary,Alberta,51.0427458,-114.0378715,Short Term,Condo Unit,2650,1,1,644,Furnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0396303,-114.0930409,Long Term,Condo Unit,2000,2,1,947,Unfurnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,50.9958818,-114.0219994,Long Term,Condo Unit,1695,2,1,850,Unfurnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,51.0914103,-114.198003,Long Term,Condo Unit,1600,1,1,504,Furnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0661658,-114.0551937,Negotiable,Condo Unit,1730,1,1,569,Unfurnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,51.1522961,-113.9344288,Long Term,Basement,1400,1,1,739,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0478893,-114.0532344,Long Term,Condo Unit,3995,2,2,1271,Unfurnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,51.03973,-114.06647,Short Term,Apartment,3750,1,1,498,Furnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.03973,-114.06647,Short Term,Apartment,4050,1,1,498,Furnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.03973,-114.06647,Short Term,Apartment,4050,1,1,674,Furnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.03973,-114.06647,Short Term,Apartment,5100,2,2,881,Furnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.1227054,-114.1607132,Negotiable,Room For Rent,900,4,1,2400,Furnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0825445,-114.0499183,Long Term,Main Floor,2250,3,2,1000,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.1899946,-114.0791592,Negotiable,Basement,1800,2,1,900,Furnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.1472088,-113.933283,Negotiable,Basement,1650,2,1,1000,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.119575077351,-114.084227989502,Long Term,Basement,1550,2,1,1300,Unfurnished,2025-02-21,Non-Smoking,True,False
Calgary,Alberta,51.040073,-114.074693,Long Term,Apartment,1739,1,1,599,Unfurnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,51.040073,-114.074693,Long Term,Apartment,2038,2,1,923,Unfurnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,51.183157182225,-114.111157842328,Long Term,Basement,1350,1,1,725,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0554461,-114.0559666,Long Term,Apartment,1595,1,1,700,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.134716,-113.9559925,Long Term,House,2895,3,2.5,1591,Unfurnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,51.0373177,-114.1000179,Long Term,Apartment,1864,1,1,600,Furnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,51.0409932,-114.0588502,Long Term,Condo Unit,2731,2,2,939,Negotiable,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,51.047086021709,-114.055268458336,Long Term,Condo Unit,2095,1,1,644,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0875867,-114.1010919,Long Term,House,2450,3,1,1190,Unfurnished,2025-02-21,Non-Smoking,False,True
Calgary,Alberta,51.107294436957,-114.065502299048,Long Term,Main Floor,2490,3,1,1200,Furnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.187639,-114.1678984,Long Term,Basement,1650,2,1,919,Furnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,50.9921118,-114.0759731,Long Term,Main Floor,2295,3,1,1100,Unfurnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,51.0719955,-113.9669827,Long Term,Main Floor,2150,3,1.5,1300,Unfurnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,51.0613422,-114.0950592,Long Term,House,4200,4,3,2108,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,50.916984578096,-113.946108976385,Long Term,Basement,1800,1,1,654,Unfurnished,2025-02-21,Non-Smoking,False,True
Calgary,Alberta,50.8679149,-113.9459147,Long Term,Main Floor,2000,3,2.5,1600,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.025202,-114.0727287,Long Term,Condo Unit,3295,2,1,947,Unfurnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,50.9375165,-114.0312805,Long Term,Main Floor,2350,3,2,1263,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,50.8705101,-113.9244578,Long Term,Main Floor,2300,3,2.5,1354,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0415203,-114.055738,Long Term,Condo Unit,3350,2,2,893,Furnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.144775,-114.156684,Long Term,House,3300,4,3.5,1891,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0478893,-114.0532344,Long Term,Condo Unit,3995,2,2,1271,Unfurnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,51.03973,-114.06647,Short Term,Apartment,3750,1,1,498,Furnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.03973,-114.06647,Short Term,Apartment,4050,1,1,498,Furnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.03973,-114.06647,Short Term,Apartment,4050,1,1,674,Furnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.03973,-114.06647,Short Term,Apartment,5100,2,2,881,Furnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.1227054,-114.1607132,Negotiable,Room For Rent,900,4,1,2400,Furnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0825445,-114.0499183,Long Term,Main Floor,2250,3,2,1000,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.1899946,-114.0791592,Negotiable,Basement,1800,2,1,900,Furnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.1472088,-113.933283,Negotiable,Basement,1650,2,1,1000,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.119575077351,-114.084227989502,Long Term,Basement,1550,2,1,1300,Unfurnished,2025-02-21,Non-Smoking,True,False
Calgary,Alberta,51.0274383,-114.1806502,Long Term,Basement,2500,2,1,1400,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.1643667,-113.9485729,Long Term,Condo Unit,2100,2,1,887,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,50.9255113,-113.9564601,Long Term,Townhouse,2200,2,2.5,1145,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.147648304076,-114.193185911084,Long Term,Basement,1445,1,1,739,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.080333,-114.1182553,Long Term,Main Floor,2950,3,1,1354,Unfurnished,2025-02-21,Non-Smoking,False,True
Calgary,Alberta,51.160581,-114.100372,Long Term,Duplex,2250,3,2.5,1269,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.091612,-114.0608277,Short Term,Main Floor,2295,1,2,950,Furnished,2025-02-21,Non-Smoking,False,True
Calgary,Alberta,51.1649671,-114.0969337,Negotiable,House,3400,4,3.5,2369,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,50.8954602,-114.1006504,Negotiable,Room For Rent,850,1,1,1307,Furnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0934422,-113.980086,Long Term,Main Floor,2150,3,1,950,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.1347216,-113.9496947,Long Term,Condo Unit,2150,2,2,947,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,50.9151489,-113.9185117,Long Term,Condo Unit,1850,2,2,947,Unfurnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,51.0825445,-114.0499183,Long Term,Basement,1250,1,1,500,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,50.919446,-114.1542659,Long Term,Basement,1700,2,1,635,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.080333,-114.1182553,Long Term,Basement,2450,2,1,1000,Unfurnished,2025-02-21,Non-Smoking,False,True
Calgary,Alberta,51.0304801,-114.0645232,Long Term,Condo Unit,2895,2,2,1200,Negotiable,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0422057,-114.0990726,Long Term,House,2900,3,1.5,964,Unfurnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,50.8616253,-114.0665271,Long Term,Basement,1600,2,1,800,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.1142097,-113.9129931,Long Term,Basement,1550,2,1,650,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.030329,-114.1024909,Long Term,Condo Unit,2200,2,1,850,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0508547,-114.077663,Short Term,Condo Unit,3500,2,1,780,Furnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,50.8846986,-113.9725028,Long Term,Basement,1479,1,1,700,Unfurnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,51.1645274,-113.9559571,Long Term,Condo Unit,2095,2,2,835,Negotiable,2025-02-21,Non-Smoking,True,False
Calgary,Alberta,50.9240055,-113.9703405,Long Term,Loft,1600,1,1,530,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,50.8621378,-114.0232746,Long Term,Condo Unit,1745,1,1,644,Unfurnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,51.0418958,-114.0554583,Negotiable,Condo Unit,2650,1,1,500,Furnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0579579,-114.0787662,Long Term,Apartment,1750,2,1,950,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.080333,-114.1182553,Long Term,Basement,2450,2,1,1000,Unfurnished,2025-02-21,Non-Smoking,False,True
Calgary,Alberta,51.0825445,-114.0499183,Long Term,Basement,1250,1,1,500,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,50.919446,-114.1542659,Long Term,Basement,1700,2,1,635,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0304801,-114.0645232,Long Term,Condo Unit,2895,2,2,1200,Negotiable,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0422057,-114.0990726,Long Term,House,2900,3,1.5,964,Unfurnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,50.8616253,-114.0665271,Long Term,Basement,1600,2,1,800,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.1142097,-113.9129931,Long Term,Basement,1550,2,1,650,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.030329,-114.1024909,Long Term,Condo Unit,2200,2,1,850,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0508547,-114.077663,Short Term,Condo Unit,3500,2,1,780,Furnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,50.8846986,-113.9725028,Long Term,Basement,1479,1,1,700,Unfurnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,51.1645274,-113.9559571,Long Term,Condo Unit,2095,2,2,835,Negotiable,2025-02-21,Non-Smoking,True,False
Calgary,Alberta,50.9240055,-113.9703405,Long Term,Loft,1600,1,1,530,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,50.8621378,-114.0232746,Long Term,Condo Unit,1745,1,1,644,Unfurnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,51.0418958,-114.0554583,Negotiable,Condo Unit,2650,1,1,500,Furnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0579579,-114.0787662,Long Term,Apartment,1750,2,1,950,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.1024295,-114.1483396,Negotiable,Condo Unit,2200,2,1,795,Furnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0809597,-114.1182116,Long Term,Room For Rent,1000,1,1,1000,Furnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0651235,-114.0789443,Long Term,House,3200,4,2.5,1800,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.07681,-114.11116,Long Term,Basement,1400,1,1,739,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0947875,-114.2087579,Long Term,Main Floor,2000,2,1,1008,Unfurnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,50.886393440613,-113.952139375024,Long Term,Main Floor,2250,2,2.5,1404,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,50.897382,-113.9554416,Negotiable,Basement,1800,2,1,919,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.040134552988,-113.998678539553,Long Term,Basement,1850,2,1,1100,Unfurnished,2025-02-21,Non-Smoking,True,False
Calgary,Alberta,51.07681,-114.11116,Long Term,Main Floor,2400,2,1,1150,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0545303,-114.0835523,Negotiable,House,2300,2,1,650,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0579714,-114.0798927,Short Term,Apartment,1600,1,1,570,Unfurnished,2025-02-21,Non-Smoking,True,False
Calgary,Alberta,51.122447960688,-113.924482949074,Negotiable,Basement,1575,1,1,739,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.090490337591,-114.120052429566,Long Term,Room For Rent,900,1,1,1307,Furnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,50.8705825,-113.9455668,Long Term,Main Floor,2200,3,2.5,1697,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.1657884,-113.9625447,Long Term,Townhouse,2400,3,3.5,1070,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0174255,-113.9981144,Negotiable,Room For Rent,1300,1,1,1041,Unfurnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,51.0878975,-114.1386294,Long Term,Room For Rent,800,1,1,1307,Furnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.1441246,-113.9479259,Long Term,Duplex,2500,3,2.5,1731,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0351555,-114.1101074,Short Term,Basement,2200,2,1,740,Furnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,50.9316,-113.982028,Long Term,Condo Unit,2500,3,1.5,1296,Unfurnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,50.9309271,-113.9811459,Long Term,House,2225,4,2,1300,Unfurnished,2025-02-21,Non-Smoking,True,False
Calgary,Alberta,50.8592575,-114.0636635,Long Term,Townhouse,2595,3,2.5,1600,Unfurnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,51.0342021,-114.1034678,Long Term,Apartment,1775,2,1,874,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0706865,-114.0869566,Long Term,Duplex,1850,2,1,1000,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,50.9006863,-114.0683866,Long Term,Apartment,2100,2,2,890,Unfurnished,2025-02-21,Non-Smoking,True,False
Calgary,Alberta,51.1094333,-114.273962,Long Term,Basement,1500,1,1,632,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0269787,-113.9698015,Long Term,Duplex,1990,4,2,996,Unfurnished,2025-02-21,Non-Smoking,True,False
Calgary,Alberta,51.177151022913,-114.152488627861,Long Term,Basement,1675,2,1,919,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,50.886048,-113.9797612,Long Term,Condo Unit,2000,2,2,918,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,50.89159,-113.9075,Long Term,Basement,1300,1,1,650,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.1804753,-114.1552432,Long Term,House,2795,4,3.5,2108,Unfurnished,2025-02-21,Non-Smoking,True,False
Calgary,Alberta,50.886584,-113.90825,Long Term,Basement,1800,2,1,605,Unfurnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,51.0582183,-114.0562727,Long Term,Condo Unit,1650,1,1,500,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.1092966,-114.2724929,Long Term,Basement,1500,1,1,700,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0418346,-114.0860262,Long Term,Apartment,2050,2,1,750,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0418346,-114.0860262,Long Term,Apartment,1985,2,1,750,Unfurnished,2025-08-01,Non-Smoking,False,False
Calgary,Alberta,51.1092966,-114.2724929,Long Term,Duplex,2500,3,2.5,1580,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0795173,-113.9755632,Long Term,House,2995,4,2,2200,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.1882363,-114.0498986,Long Term,Basement,1400,1,1,657,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,50.9830966,-114.0763381,Long Term,House,2650,6,2,991,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.1506471,-113.9345731,Long Term,House,2800,3,2.5,1650,Furnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.1755799,-114.159085364418,Long Term,Main Floor,2400,3,2.5,1600,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,50.8847372,-113.9551941,12 months,Townhouse,2100,2,1,720,Unfurnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,50.859199017784,-114.063452656622,Long Term,Townhouse,2650,4,2.5,1570,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,50.990369,-114.074715,Long Term,Apartment,1800,2,1,874,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,50.990369,-114.074715,Long Term,Apartment,1600,1,1,605,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,50.990369,-114.074715,Long Term,Apartment,1800,2,1,874,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,50.990369,-114.074715,Long Term,Apartment,1600,1,1,605,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,50.990369,-114.074715,Long Term,Apartment,1600,1,1,605,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,50.990369,-114.074715,Long Term,Apartment,1600,1,1,605,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,50.990369,-114.074715,Long Term,Apartment,1600,1,1,605,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0415203,-114.055738,Long Term,Apartment,7000,2,2.5,2619,Furnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0415203,-114.055738,Negotiable,Apartment,4400,2,3,1860,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0793391,-114.1467996,12 months,Condo Unit,2600,2,2.5,1100,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,50.886048,-113.9797612,Long Term,Condo Unit,2000,2,2,918,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.14346,-114.13559,Negotiable,Room For Rent,850,1,1,1307,Furnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,50.8742928,-113.9516713,Long Term,Main Floor,2400,3,2.5,1640,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,50.8857069,-113.979649,Long Term,Condo Unit,2350,2,2,919,Unfurnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,51.062647,-114.0587253,Long Term,Main Floor,2400,3,1,1120,Unfurnished,2025-02-21,Non-Smoking,True,False
Calgary,Alberta,50.8643351,-113.9739703,Long Term,Townhouse,1895,2,1,1108,Unfurnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,51.0974858,-114.0619095,Long Term,Main Floor,1800,2,1,1062,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.190550209987,-114.080942342992,Negotiable,Room For Rent,800,1,1.5,2700,Furnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.1306683,-114.0668589,Long Term,Main Floor,2700,3,1.5,1262,Unfurnished,2025-02-21,Non-Smoking,False,True
Calgary,Alberta,51.048390074316,-114.08564635893,Long Term,Condo Unit,2900,2,2,1160,Unfurnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,51.0734508,-114.0736355,Negotiable,Room For Rent,725,2,2,1222,Furnished,2025-02-21,Smoking Allowed,False,False
Calgary,Alberta,51.0431391,-114.1374006,Long Term,Condo Unit,3000,2,2,1300,Furnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0514063,-113.9383355,Negotiable,Basement,1300,2,1,700,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0473453,-114.0502366,Long Term,Condo Unit,1700,0,1,415,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,50.8701133,-114.0659844,Long Term,Basement,1750,2,1,805,Furnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0396159,-114.0744958,Long Term,Condo Unit,1400,1,1,500,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.1580637,-114.072198,Long Term,Condo Unit,2600,2,2,840,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.1612571,-114.1063239,Long Term,Basement,1600,1,1,970,Negotiable,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,50.8889018,-113.9103481,Short Term,Basement,1500,2,1,615,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0618763,-114.1471911,Long Term,Condo Unit,2600,2,1.5,990,Unfurnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,50.8599955,-114.0278348,Long Term,Condo Unit,2400,3,2,883,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0403577,-114.0845724,Long Term,Apartment,1840,1,1,378,Unfurnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,51.0744735,-114.0521125,Long Term,Duplex,900,1,1,903,Negotiable,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,50.9127893,-113.9918596,Long Term,House,4500,5,3.5,2600,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0158471,-114.214474,Short Term,Room For Rent,880,2,1,750,Negotiable,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.078083,-114.088015,Long Term,Room For Rent,795,1,1,1307,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,50.8605576,-114.0235659,Long Term,Condo Unit,2200,2,2,893,Unfurnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,51.0251204,-114.1132533,Long Term,Basement,1100,1,1,750,Unfurnished,2025-02-21,Non-Smoking,True,False
Calgary,Alberta,51.06472,-114.05779,Long Term,Basement,1675,1,1,600,Unfurnished,2025-02-21,Non-Smoking,False,True
Calgary,Alberta,51.1651584,-113.9567176,Long Term,Condo Unit,1650,1,1,520,Unfurnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,50.8771134,-113.9599869,Long Term,Duplex,2250,3,2.5,1500,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,50.873636,-114.0649968,Long Term,Basement,1400,1,1,739,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0219298,-114.1590083,Long Term,Townhouse,2650,2,1,1108,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.074063,-114.0744358,Long Term,Main Floor,2200,2,1,1400,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0230615,-114.0970589,Long Term,Apartment,1800,2,1,850,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0392516,-114.0772623,Long Term,Condo Unit,1900,1,1,450,Furnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.06472,-114.05779,Long Term,Basement,1675,1,1,600,Unfurnished,2025-02-21,Non-Smoking,False,True
Calgary,Alberta,50.8605576,-114.0235659,Long Term,Condo Unit,2200,2,2,893,Unfurnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,50.8771134,-113.9599869,Long Term,Duplex,2250,3,2.5,1500,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,50.873636,-114.0649968,Long Term,Basement,1400,1,1,739,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,50.8741643,-114.0643873,Long Term,Duplex,2600,3,2.5,1400,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.1776001,-114.0874035,Long Term,Basement,1700,2,1,950,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.07855,-114.1439,Long Term,Condo Unit,1800,1,1,545,Unfurnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,50.9180402,-113.9359835,Long Term,House,2400,3,1.5,1707,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.077515700639,-114.05854308728,Long Term,Apartment,1800,2,1,650,Negotiable,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,50.916091694074,-114.108616583606,Negotiable,Basement,1100,1,1,800,Furnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.189408,-114.0498012,Long Term,Basement,1300,1,1,500,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.0685786,-114.0904628,Long Term,Room For Rent,700,1,1,800,Furnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,50.9247909,-113.9414345,Long Term,Basement,1500,2,1,900,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.078083,-114.088015,Long Term,Room For Rent,795,1,1,1307,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.060227296764,-114.011824971997,Negotiable,Room For Rent,900,1,1,1307,Unfurnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,51.0251204,-114.1132533,Long Term,Basement,1100,1,1,750,Unfurnished,2025-02-21,Non-Smoking,True,False
Calgary,Alberta,51.1651584,-113.9567176,Long Term,Condo Unit,1650,1,1,520,Unfurnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,51.0386245,-114.0603557,Negotiable,Condo Unit,5000,2,2.5,2200,Furnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.1572947,-114.1316951,Long Term,House,2850,3,2.5,1850,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.039752494,-114.060494628,Long Term,Condo Unit,2600,2,2,870,Unfurnished,2025-02-21,Non-Smoking,True,True
Calgary,Alberta,51.0546398,-114.1132385,Long Term,Basement,1400,1,1,750,Unfurnished,2025-02-21,Non-Smoking,False,False
Calgary,Alberta,51.169712231746,-113.966984830688,Long Term,Basement,1600,2,1,780,Unfurnished,2025-02-21,Non-Smoking,False,False
